ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
OJTTSLZ,23,TTJSZO;TTLJZO;TTLJSZ;TTLJSO,L;S;O;Z,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8R4ywglC8R4g0wwilE8g0xwRpD8h0xwRpA8JeAg?WGAv/VWCzOBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8R4RphlC8R4wwRpwwglE8i0xwD8ywg0wwglA8Je?AgWGA0/VWCPNBAA;v115@9gC8wwR4ilC8zwRpg0E8xwRpg0D8R4wwglh0A8JeAg?WGAKHWxCzCBAA;v115@9gC8wwR4ilC8zwglRpE8xwg0RpD8R4wwi0A8JeAgWG?AKHWxCMNBAA;v115@9gC8R4wwg0hlC8R4xwi0E8xwRpglD8ywRpglA8JeAg?WGAvu/wCzCBAA;v115@9gC8R4wwilC8R4xwRpg0E8xwRpg0D8ywglh0A8JeAg?WGA0vKxCzCBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8wwBti0C81wg0E8R4wwRpD8R4BtRpA8JeAgWGAv?OmPCzXBAA;v115@9gC8R4wwglRpC8R4xwglRpE8xwi0D8ywhlg0A8JeAg?WGA0/VWCPNBAA;v115@9gC8R4wwRpglC8R4xwilE8xwi0D8ywRpg0A8JeAgWG?A0/DxCTHBAA;v115@9gC8R4wwh0glC8R4xwilE8xwg0RpD8ywg0RpA8JeAg?WGAvOExCz/AAA;v115@9gC8R4BthlC8R4g0wwBtglE8g0ywglD8h0zwA8JeAg?WGA0/VWCaNBAA;v115@9gC8RpBtR4C8i0wwR4wwE8g0zwD8RpwwBtwwA8JeAg?WGA0/9tCvXBAA;v115@9gC8ywilC8BtxwglR4E8xwi0D8BtwwR4g0A8JeAgWG?Aq+jFDsOBAA;v115@9gC8ywQ4hlC8BtxwR4glE8xwg0Q4glD8Btwwi0A8Je?AgWGAq+TWC6OBAA;v115@9gC8R4wwBtglC8R4xwilE8xwg0BtD8ywi0A8JeAgWG?AqOExCzXBAA;v115@9gC8ilBtwwC8i0R4xwE8g0zwD8glR4wwBtA8JeAgWG?AqO+tC6CBAA;v115@9gC8R4BthlC8R4g0zwE8g0ywglD8h0wwBtglA8JeAg?WGAqO+tCsXBAA
JOTZLSJ,5,TLJJSZ;TLJJZO,O;S,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0A8Je?AgWGAvfjxCs/AAA;v115@9gC8i0ilC8ywAtglRpE8Btg0RpD8wwAtj0A8JeAgWG?AKnjxCs/AAA;v115@9gC8i0ilC8ywAtRpg0E8BtRpg0D8wwAtg0glh0A8Je?AgWGAKnjxCs/AAA;v115@9gC8wwR4i0C8ywilAtE8i0BtD8R4glg0Atg0A8JeAg?WGAqujWCz/AAA
JOTITLZ,25,TILJZO;TTILJO;TTLJZO;TTILJZ;TTIJZO,T;Z;I;O;L,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8zhhlC8BtRpg0wwglE8Rpg0xwD8Bth0wwglA8Je?AgWGA0vaFDM+AAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ilywC8zhh0wwE8Rpg0xwD8glRpg0xwA8JeAgWG?Avu3LC0CBAA;v115@9gC8ilywC8zhxwg0E8Rpxwg0D8glRpwwh0A8JeAgWG?Av/NMC0CBAA;v115@9gC8i0hlwhC8ywg0wwglwhE8RpxwwhD8wwRpwwglwh?A8JeAgWGAve9VC0/AAA;v115@9gC8i0whhlC8ywg0whwwglE8RpwhxwD8wwRpwhwwgl?A8JeAgWGAve9VC0/AAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8wwh0ilC8xwg0zhE8ywRpD8wwg0wwglRpA8JeAg?WGAvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8RpywD8glRpg0xwA8JeAgWG?AvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8Rpg0xwD8glRpywA8JeAgWG?AUHmPCpCBAA;v115@9gC8RpwhwwhlC8i0whxwglE8g0whxwglD8RpwhywA8?JeAgWGA0P9wCMHBAA;v115@9gC8RpwhBtwwC8i0whywE8g0whywD8RpwhwwBtA8Je?AgWGA0P9wCaHBAA;v115@9gC8RpBtwwwhC8i0ywwhE8g0ywwhD8RpwwBtwhA8Je?AgWGA0P9wCvXBAA;v115@9gC81wC8BtwwRpwwg0E8zhg0D8BtRph0A8JeAgWGAq?eFgC6OBAA;v115@9gC8RpwwhlwhC8i0xwglwhE8g0xwglwhD8RpywwhA8?JeAgWGA0P9wCMHBAA;v115@9gC8wwRphlwhC8xwRpwwglwhE8g0ywwhD8wwi0glwh?A8JeAgWGAqe9VCUHBAA;v115@9gC8wwRpwwhlC80wh0E8Rpwwg0glD8zhg0glA8JeAg?WGAqe9wCMHBAA;v115@9gC8wwg0wwilC8ywzhE8g0xwRpD8h0wwglRpA8JeAg?WGAveNPC0CBAA;v115@9gC8ilywC8i0RpxwE8g0RpxwD8glzhwwA8JeAgWGA0?PFgC0CBAA;v115@9gC8wwRpywC8xwRpglwwg0E8zhg0D8wwilh0A8JeAg?WGAqe9VCUHBAA;v115@9gC8RpwhwwhlC8i0whxwglE8g0whywD8RpwhxwglA8?JeAgWGA0P9wCMHBAA;v115@9gC8RpilwwC8i0zhE8g0glywD8RpzwA8JeAgWGA0P9?wCMHBAA;v115@9gC8RpwwhlwhC8i0xwglwhE8g0ywwhD8RpxwglwhA8?JeAgWGAqe9wCMHBAA;v115@9gC8wwBtywC8xwilwwg0E8zhg0D8wwglBth0A8JeAg?WGAqe9wCsXBAA
JOTLZSJ,5,TLJJZO;TLJJSZ;LJJSZO,S;O;T,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8i0ilC8ywAtglRpE8Btg0RpD8wwAtj0A8JeAgWG?AKnjxCs/AAA;v115@9gC8R4Ati0C8R4Bti0E8Atglg0RpD8ilg0RpA8JeAg?WGAv/TFDz/AAA;v115@9gC8R4Ati0C8R4BtywE8Atglg0wwg0D8ili0A8JeAg?WGAqOUFDz/AAA;v115@9gC8R4Ati0C8R4Bti0E8AtglRpg0D8ilRpg0A8JeAg?WGAv/TFDz/AAA
OJTSTLZ,22,TTJSZO;TTLJSZ;TTLJZO;TTLJSO,L;O;S;Z,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglA8Je?AgWGA0/DxCvXBAA;v115@9gC8R4ywglC8R4g0wwilE8g0xwRpD8h0xwRpA8JeAg?WGAv/VWCzOBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8wwR4ilC8zwRpg0E8xwRpg0D8R4wwglh0A8JeAg?WGAKHWxCzCBAA;v115@9gC8wwR4ilC8zwglRpE8xwg0RpD8R4wwi0A8JeAgWG?AKHWxCMNBAA;v115@9gC8R4wwg0hlC8R4xwi0E8xwRpglD8ywRpglA8JeAg?WGAvu/wCzCBAA;v115@9gC8R4wwilC8R4xwRpg0E8xwRpg0D8ywglh0A8JeAg?WGA0vKxCzCBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8wwBti0C81wg0E8R4wwRpD8R4BtRpA8JeAgWGAv?OmPCzXBAA;v115@9gC8R4wwglRpC8R4xwglRpE8xwi0D8ywhlg0A8JeAg?WGA0/VWCPNBAA;v115@9gC8R4wwRpglC8R4xwilE8xwi0D8ywRpg0A8JeAgWG?A0/DxCTHBAA;v115@9gC8R4wwh0glC8R4xwilE8xwg0RpD8ywg0RpA8JeAg?WGAvOExCz/AAA;v115@9gC8R4BthlC8R4g0wwBtglE8g0ywglD8h0zwA8JeAg?WGA0/VWCaNBAA;v115@9gC8ywilC8BtxwglR4E8xwi0D8BtwwR4g0A8JeAgWG?Aq+jFDsOBAA;v115@9gC8i0wwhlC8ywg0xwglE8RpwwR4D8wwRpR4glA8Je?AgWGAvvTxCsOBAA;v115@9gC8ywQ4hlC8BtxwR4glE8xwg0Q4glD8Btwwi0A8Je?AgWGAq+TWC6OBAA;v115@9gC8R4wwBtglC8R4xwilE8xwg0BtD8ywi0A8JeAgWG?AqOExCzXBAA;v115@9gC8R4BthlC8R4g0zwE8g0ywglD8h0wwBtglA8JeAg?WGAqO+tCsXBAA;v115@9gC8wwBtwwhlC80wh0E8R4wwg0glD8R4Btg0glA8Je?AgWGAq+TxCsXBAA
JOTLSZJ,5,TLJJSO;TLJSZO;LJJSZO,Z;J;T,v115@9gC8i0ilC8ywg0glR4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCs/AAA;v115@9gC8l0C8ywg0R4g0E8ilRpD8wwglR4RpA8JeAgWGAv?/rtC0/AAA;v115@9gC8RpBtQ4glC8i0wwilE8g0xwR4D8RpwwBtQ4A8Je?AgWGA0/rtCvXBAA;v115@9gC8i0ilC8BtQ4g0glRpE8R4g0RpD8BtQ4i0A8JeAg?WGAK3jFDs/AAA;v115@9gC8g0glBtRpC8ilR4RpE8R4i0D8i0Btg0A8JeAgWG?AK3TWC6/AAA
JOTTILS,27,TILJSO;TTILJS;TTILJO;TTIJSO;TTLJSO;TTILSO,T;O;S;L;I;J,v115@9gC8R4zhC8R4ywRpE8xwg0RpD8ywi0A8JeAgWGAq+K?xCT+AAA;v115@9gC8R4i0whC8R4ywg0whE8xwRpwhD8ywRpwhA8JeAg?WGAve9wCz/AAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ilywC8zhh0wwE8Rpg0xwD8glRpg0xwA8JeAgWG?Avu3LC0CBAA;v115@9gC8R4zhC8R4g0wwRpwwE8g0zwD8h0wwRpwwA8JeAg?WGA0/dgCT+AAA;v115@9gC8ilywC8zhxwg0E8Rpxwg0D8glRpwwh0A8JeAgWG?Av/NMC0CBAA;v115@9gC8i0hlwhC8ywg0wwglwhE8RpxwwhD8wwRpwwglwh?A8JeAgWGAve9VC0/AAA;v115@9gC8i0whhlC8ywg0whwwglE8RpwhxwD8wwRpwhwwgl?A8JeAgWGAve9VC0/AAA;v115@9gC8R4RphlC8R4wwRpwwglE8i0xwD8ywg0wwglA8Je?AgWGA0/VWCPNBAA;v115@9gC8wwR4ilC8zwRpg0E8xwRpg0D8R4wwglh0A8JeAg?WGAKHWxCzCBAA;v115@9gC8wwR4ilC8zwglRpE8xwg0RpD8R4wwi0A8JeAgWG?AKHWxCMNBAA;v115@9gC8wwilR4C8xwglzhE8Rpi0D8wwRpR4g0A8JeAgWG?Av/NMCMNBAA;v115@9gC8wwh0ilC8xwg0zhE8ywRpD8wwg0wwglRpA8JeAg?WGAvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8RpywD8glRpg0xwA8JeAgWG?AvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8Rpg0xwD8glRpywA8JeAgWG?AUHmPCpCBAA;v115@9gC8RpwhwwhlC8i0whxwglE8g0whxwglD8RpwhywA8?JeAgWGA0P9wCMHBAA;v115@9gC8RpwhwwR4C8i0whywE8g0whywD8RpwhR4wwA8Je?AgWGA0P9wCTHBAA;v115@9gC8RpwwR4whC8i0ywwhE8g0ywwhD8RpR4wwwhA8Je?AgWGA0P9wCPNBAA;v115@9gC8wwi0hlC8xwzhglE8RpywD8wwRpg0wwglA8JeAg?WGAvOExCp/AAA;v115@9gC8RpwwhlwhC8i0xwglwhE8g0xwglwhD8RpywwhA8?JeAgWGA0P9wCMHBAA;v115@9gC8R4whwwhlC8R4g0whxwglE8g0whxwglD8h0whyw?A8JeAgWGA0P9wCMNBAA;v115@9gC8zhhlC8ywR4wwglE8i0xwD8wwR4g0wwglA8JeAg?WGA0vTWCU+AAA;v115@9gC8R4wwhlwhC8R4g0xwglwhE8g0xwglwhD8h0ywwh?A8JeAgWGAqe9wCMNBAA;v115@9gC8wwR4ilC8ywzhE8ywRpD8R4wwglRpA8JeAgWGAv?e9wCzCBAA;v115@9gC8ilwwR4C8zhywE8RpywD8glRpR4wwA8JeAgWGAv?OOMCzCBAA;v115@9gC8wwR4whhlC8zwwhh0E8xwwhg0glD8R4wwwhg0gl?A8JeAgWGAqOOMCMNBAA
OJTSTZL,13,TTJSZO;TTLJSZ;TTLJSO,L;O;Z,v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8wwR4ilC8zwRpg0E8xwRpg0D8R4wwglh0A8JeAg?WGAKHWxCzCBAA;v115@9gC8R4wwg0hlC8R4xwi0E8xwRpglD8ywRpglA8JeAg?WGAvu/wCzCBAA;v115@9gC8R4wwilC8R4xwRpg0E8xwRpg0D8ywglh0A8JeAg?WGA0vKxCzCBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8wwR4i0C81wg0E8BtwwRpD8R4BtRpA8JeAgWGAv?OmPCaNBAA;v115@9gC8wwBti0C81wg0E8R4wwRpD8R4BtRpA8JeAgWGAv?OmPCzXBAA;v115@9gC8R4BthlC8R4g0wwBtglE8g0ywglD8h0zwA8JeAg?WGA0/VWCaNBAA;v115@9gC8R4wwilC8R4xwglAtg0E8xwBtg0D8ywAth0A8Je?AgWGA0fjxCzCBAA;v115@9gC8R4ilwwC8R4g0glAtxwE8g0BtxwD8h0AtywA8Je?AgWGA0fjxCzCBAA;v115@9gC8zwRpC8ywBtRpE8R4i0D8R4wwBtg0A8JeAgWGAK?3TxC6OBAA
JOTLSJZ,9,TLJJSO;TLJSZO;LJJSZO;TLJJZO,Z;J;T;S,v115@9gC8ywi0C8Btwwilg0E8i0RpD8Btglg0RpA8JeAgWG?AvfjWCqOBAA;v115@9gC8i0ilC8ywg0glR4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCs/AAA;v115@9gC8wwR4i0C8ywilg0E8i0RpD8R4glg0RpA8JeAgWG?Av/DxCKNBAA;v115@9gC8l0C8ywg0R4g0E8ilRpD8wwglR4RpA8JeAgWGAv?/rtC0/AAA;v115@9gC8Rph0hlC8j0R4glE8g0R4wwglD8Rpg0ywA8JeAg?WGA0vTWCKHBAA;v115@9gC8RpBtQ4glC8i0wwilE8g0xwR4D8RpwwBtQ4A8Je?AgWGA0/rtCvXBAA;v115@9gC8i0ilC8BtQ4g0glRpE8R4g0RpD8BtQ4i0A8JeAg?WGAK3jFDs/AAA;v115@9gC8l0C8ywg0glQ4g0E8RpglR4D8wwRphlQ4A8JeAg?WGAv/rtCqOBAA;v115@9gC8g0glBtRpC8ilR4RpE8R4i0D8i0Btg0A8JeAgWG?AK3TWC6/AAA
JOTTISL,28,TILJSO;TTILJO;TTILJS;TTIJSO;TTLJSO;TTILSO,T;S;O;L;I;J,v115@9gC8R4zhC8R4ywRpE8xwg0RpD8ywi0A8JeAgWGAq+K?xCT+AAA;v115@9gC8R4i0whC8R4ywg0whE8xwRpwhD8ywRpwhA8JeAg?WGAve9wCz/AAA;v115@9gC8R4zhC8R4g0wwilE8g0xwRpD8h0wwglRpA8JeAg?WGAv/VWCT+AAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8ilywC8zhh0wwE8Rpg0xwD8glRpg0xwA8JeAgWG?Avu3LC0CBAA;v115@9gC8R4zhC8R4g0wwRpwwE8g0zwD8h0wwRpwwA8JeAg?WGA0/dgCT+AAA;v115@9gC8ilywC8zhxwg0E8Rpxwg0D8glRpwwh0A8JeAgWG?Av/NMC0CBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8R4RphlC8R4wwRpwwglE8i0xwD8ywg0wwglA8Je?AgWGA0/VWCPNBAA;v115@9gC8wwR4ilC8zwRpg0E8xwRpg0D8R4wwglh0A8JeAg?WGAKHWxCzCBAA;v115@9gC8R4wwg0hlC8R4xwi0E8xwRpglD8ywRpglA8JeAg?WGAvu/wCzCBAA;v115@9gC8R4wwilC8R4xwRpg0E8xwRpg0D8ywglh0A8JeAg?WGA0vKxCzCBAA;v115@9gC8wwh0ilC8xwg0zhE8ywRpD8wwg0wwglRpA8JeAg?WGAvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8RpywD8glRpg0xwA8JeAgWG?AvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8Rpg0xwD8glRpywA8JeAgWG?AUHmPCpCBAA;v115@9gC8RpwhwwR4C8i0whywE8g0whywD8RpwhR4wwA8Je?AgWGA0P9wCTHBAA;v115@9gC8RpwwR4whC8i0ywwhE8g0ywwhD8RpR4wwwhA8Je?AgWGA0P9wCPNBAA;v115@9gC8R4whwwhlC8R4g0whxwglE8g0whxwglD8h0whyw?A8JeAgWGA0P9wCMNBAA;v115@9gC8R4zhC8R4ywhlE8xwRpglD8ywRpglA8JeAgWGAv?OExCT+AAA;v115@9gC8R4zhC8R4g0zwE8g0ywglD8h0wwilA8JeAgWGAq?OExCT+AAA;v115@9gC8R4wwhlwhC8R4g0xwglwhE8g0xwglwhD8h0ywwh?A8JeAgWGAqe9wCMNBAA;v115@9gC8R4zhC8R4g0ilwwE8g0glywD8h0zwA8JeAgWGA0?/VWCT+AAA;v115@9gC8wwR4ilC8ywzhE8ywRpD8R4wwglRpA8JeAgWGAv?e9wCzCBAA;v115@9gC8ilwwR4C8zhywE8RpywD8glRpR4wwA8JeAgWGAv?OOMCzCBAA;v115@9gC8R4wwwhhlC8R4xwwhh0E8xwwhg0glD8ywwhg0gl?A8JeAgWGA0P9wCzCBAA;v115@9gC8R4wwhlwhC8R4xwh0whE8xwg0glwhD8ywg0glwh?A8JeAgWGA0P9wCzCBAA;v115@9gC8ilR4whC8i0R4wwwhE8g0ywwhD8glzwwhA8JeAg?WGAqe9wCzCBAA
OJTSZTL,11,TTJSZO;TTLJSZ;TTLJZO;TTLJSO,L;O;S;Z,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0A8JeAg?WGAKHmFD0CBAA;v115@9gC8ywilC8BtxwglR4E8xwi0D8BtwwR4g0A8JeAgWG?Aq+jFDsOBAA;v115@9gC8R4wwilC8R4xwglAtg0E8xwBtg0D8ywAth0A8Je?AgWGA0fjxCzCBAA;v115@9gC8R4ilwwC8R4g0glAtxwE8g0BtxwD8h0AtywA8Je?AgWGA0fjxCzCBAA;v115@9gC8zwRpC8ywBtRpE8R4i0D8R4wwBtg0A8JeAgWGAK?3TxC6OBAA;v115@9gC8ilywC8i0BtxwE8g0R4xwD8glR4BtwwA8JeAgWG?A0vjFD0CBAA
JOTSLJZ,9,TLJJSO;LJJSZO,Z;T,v115@9gC8i0ilC8ywg0glR4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCs/AAA;v115@9gC8wwhli0C8ywgli0E8R4g0RpD8R4glg0RpA8JeAg?WGAvvTxCs/AAA;v115@9gC8wwR4i0C8ywilg0E8i0RpD8R4glg0RpA8JeAgWG?Av/DxCKNBAA;v115@9gC8i0Q4hlC8ywg0R4glE8Rpg0Q4glD8wwRpi0A8Je?AgWGAK3TWC0/AAA;v115@9gC8Rph0hlC8j0R4glE8g0R4wwglD8Rpg0ywA8JeAg?WGA0vTWCKHBAA;v115@9gC8ili0C8i0ywg0E8g0R4RpD8glR4wwRpA8JeAgWG?AvvTxCqCBAA;v115@9gC8wwhli0C8ywgli0E8R4Rpg0D8R4glRpg0A8JeAg?WGAvvTxCs/AAA;v115@9gC8i0ilC8BtQ4g0glRpE8R4g0RpD8BtQ4i0A8JeAg?WGAK3jFDs/AAA;v115@9gC8g0glBtRpC8ilR4RpE8R4i0D8i0Btg0A8JeAgWG?AK3TWC6/AAA
OJTZSTL,10,TTJSZO;TTLJSZ;TTLJZO;TTLJSO,L;O;S;Z,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8R4BtRpC8R4ywRpE8xwi0D8ywBtg0A8JeAgWGA0?vKxCzXBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8xwBtRpC8ywR4RpE8R4i0D8ywBtg0A8JeAgWGAK?3TxC0XBAA;v115@9gC8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0A8JeAg?WGAKHmFD0CBAA;v115@9gC8ywilC8BtxwglR4E8xwi0D8BtwwR4g0A8JeAgWG?Aq+jFDsOBAA;v115@9gC8R4wwilC8R4xwglAtg0E8xwBtg0D8ywAth0A8Je?AgWGA0fjxCzCBAA;v115@9gC8R4ilwwC8R4g0glAtxwE8g0BtxwD8h0AtywA8Je?AgWGA0fjxCzCBAA;v115@9gC8ilywC8i0R4xwE8g0BtxwD8glR4BtwwA8JeAgWG?A0fLuC0CBAA
JOTSLZJ,7,TLJJSO;TLJSZO;LJJSZO,Z;J;T,v115@9gC8i0ilC8ywg0glR4E8Rpi0D8wwRpR4g0A8JeAgWG?AvvTxCs/AAA;v115@9gC8wwhli0C8ywgli0E8R4g0RpD8R4glg0RpA8JeAg?WGAvvTxCs/AAA;v115@9gC8i0Q4hlC8ywg0R4glE8Rpg0Q4glD8wwRpi0A8Je?AgWGAK3TWC0/AAA;v115@9gC8RpBthlC8i0wwBtglE8g0xwR4D8RpwwR4glA8Je?AgWGA0vTWCaHBAA;v115@9gC8wwhli0C8ywgli0E8R4Rpg0D8R4glRpg0A8JeAg?WGAvvTxCs/AAA;v115@9gC8i0ilC8BtQ4g0glRpE8R4g0RpD8BtQ4i0A8JeAg?WGAK3jFDs/AAA;v115@9gC8g0glBtRpC8ilR4RpE8R4i0D8i0Btg0A8JeAgWG?AK3TWC6/AAA
JOTTSIL,25,TILJSO;TTILJS;TTILJO;TTIJSO;TTLJSO;TTILSO,T;O;S;L;I;J,v115@9gC8R4zhC8R4ywRpE8xwg0RpD8ywi0A8JeAgWGAq+K?xCT+AAA;v115@9gC8R4i0whC8R4ywg0whE8xwRpwhD8ywRpwhA8JeAg?WGAve9wCz/AAA;v115@9gC8R4zhC8R4g0wwilE8g0xwRpD8h0wwglRpA8JeAg?WGAv/VWCT+AAA;v115@9gC8R4wwilC8R4xwglRpE8xwg0RpD8ywi0A8JeAgWG?Aq+KxCzCBAA;v115@9gC8zhhlC8ywRpwwglE8g0RpxwD8wwi0wwglA8JeAg?WGAq+KWCU+AAA;v115@9gC8R4zhC8R4g0wwRpwwE8g0zwD8h0wwRpwwA8JeAg?WGA0/dgCT+AAA;v115@9gC8ilywC8zhxwg0E8Rpxwg0D8glRpwwh0A8JeAgWG?Av/NMC0CBAA;v115@9gC8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywA8JeAg?WGA0vKxCzCBAA;v115@9gC8R4RphlC8R4wwRpwwglE8i0xwD8ywg0wwglA8Je?AgWGA0/VWCPNBAA;v115@9gC8wwR4ilC8zwRpg0E8xwRpg0D8R4wwglh0A8JeAg?WGAKHWxCzCBAA;v115@9gC8R4wwg0hlC8R4xwi0E8xwRpglD8ywRpglA8JeAg?WGAvu/wCzCBAA;v115@9gC8R4wwilC8R4xwRpg0E8xwRpg0D8ywglh0A8JeAg?WGA0vKxCzCBAA;v115@9gC8wwh0ilC8xwg0zhE8ywRpD8wwg0wwglRpA8JeAg?WGAvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8RpywD8glRpg0xwA8JeAgWG?AvOmPCpCBAA;v115@9gC8ilh0wwC8zhg0xwE8Rpg0xwD8glRpywA8JeAgWG?AUHmPCpCBAA;v115@9gC8R4whwwhlC8R4g0whxwglE8g0whxwglD8h0whyw?A8JeAgWGA0P9wCMNBAA;v115@9gC8zhhlC8ywR4wwglE8i0xwD8wwR4g0wwglA8JeAg?WGA0vTWCU+AAA;v115@9gC8R4zhC8R4ywhlE8xwRpglD8ywRpglA8JeAgWGAv?OExCT+AAA;v115@9gC8R4zhC8R4g0zwE8g0ywglD8h0wwilA8JeAgWGAq?OExCT+AAA;v115@9gC8R4wwhlwhC8R4g0xwglwhE8g0xwglwhD8h0ywwh?A8JeAgWGAqe9wCMNBAA;v115@9gC8R4zhC8R4g0ilwwE8g0glywD8h0zwA8JeAgWGA0?/VWCT+AAA;v115@9gC8R4wwwhhlC8R4xwwhh0E8xwwhg0glD8ywwhg0gl?A8JeAgWGA0P9wCzCBAA;v115@9gC8R4wwhlwhC8R4xwh0whE8xwg0glwhD8ywg0glwh?A8JeAgWGA0P9wCzCBAA;v115@9gC8ilR4whC8i0R4wwwhE8g0ywwhD8glzwwhA8JeAg?WGAqe9wCzCBAA;v115@9gC8wwzhglC8ywQ4ilE8wwR4RpD8ywQ4RpA8JeAgWG?AvO+tCM+AAA
OJTZSLT,4,TTLJSZ;TTLJZO;TTLJSO;TTLSZO,O;S;Z;J,v115@9gC8ywilC8BtxwglRpE8xwg0RpD8Btwwi0A8JeAgWG?AKHmFDsOBAA;v115@9gC8R4ywglC8R4g0wwilE8g0xwRpD8h0xwRpA8JeAg?WGAv/VWCzOBAA;v115@9gC8ywilC8BtxwglR4E8xwi0D8BtwwR4g0A8JeAgWG?Aq+jFDsOBAA;v115@9gC8R4ywglC8R4BtilE8wwBtRpD8zwRpA8JeAgWGAv?ujWCzOBAA
